STATE,COUNTY,1990 INCOME
AL,Autauga County,58425
AL,Baldwin County,53013
AL,Barbour County,39976
AL,Bibb County,40772
AL,Blount County,46147
AL,Bullock County,30401
AL,Butler County,33100
AL,Calhoun County,49074
AL,Chambers County,43825
AL,Cherokee County,44056
AL,Chilton County,44590
AL,Choctaw County,35287
AL,Clarke County,39312
AL,Clay County,39693
AL,Cleburne County,43623
AL,Coffee County,49287
AL,Colbert County,46138
AL,Conecuh County,32972
AL,Coosa County,41811
AL,Covington County,37924
AL,Crenshaw County,33937
AL,Cullman County,44683
AL,Dale County,49670
AL,Dallas County,34005
AL,DeKalb County,41514
AL,Elmore County,54309
AL,Escambia County,38085
AL,Etowah County,46007
AL,Fayette County,40914
AL,Franklin County,36920
AL,Geneva County,41291
AL,Greene County,24720
AL,Hale County,29912
AL,Henry County,45627
AL,Houston County,51159
AL,Jackson County,45174
AL,Jefferson County,53314
AL,Lamar County,42510
AL,Lauderdale County,48844
AL,Lawrence County,44367
AL,Lee County,43765
AL,Limestone County,55410
AL,Lowndes County,32131
AL,Macon County,32250
AL,Madison County,68138
AL,Marengo County,38479
AL,Marion County,38050
AL,Marshall County,44242
AL,Mobile County,47409
AL,Monroe County,43586
AL,Montgomery County,54742
AL,Morgan County,58480
AL,Perry County,28388
AL,Pickens County,36862
AL,Pike County,35693
AL,Randolph County,40081
AL,Russell County,43287
AL,St. Clair County,49701
AL,Shelby County,75981
AL,Sumter County,26413
AL,Talladega County,44077
AL,Tallapoosa County,45400
AL,Tuscaloosa County,47536
AL,Walker County,42192
AL,Washington County,41405
AL,Wilcox County,25642
AL,Winston County,36980
AK,Aleutians East Borough,87387
AK,Aleutians West Census Area,72548
AK,Anchorage Borough,90607
AK,Bethel Census Area,52373
AK,Bristol Bay Borough,105382
AK,Dillingham Census Area,59336
AK,Fairbanks North Star Borough,77251
AK,Haines Borough,74323
AK,Juneau Borough,98809
AK,Kenai Peninsula Borough,87426
AK,Ketchikan Gateway Borough,93135
AK,Kodiak Island Borough,92399
AK,Lake and Peninsula Borough,52021
AK,Matanuska-Susitna Borough,84008
AK,Nome Census Area,62150
AK,North Slope Borough,104065
AK,Northwest Arctic Borough,68684
AK,Sitka Borough,89352
AK,Southeast Fairbanks Census Area,62311
AK,Valdez-Cordova Census Area,97935
AK,Wade Hampton Census Area,42444
AK,Wrangell-Petersburg Census Area,86636
AK,Yukon-Koyukuk Census Area,49369
AZ,Apache County,29071
AZ,Cochise County,46235
AZ,Coconino County,53837
AZ,Gila County,43223
AZ,Graham County,38050
AZ,Greenlee County,56680
AZ,La Paz County,34133
AZ,Maricopa County,63497
AZ,Mohave County,49487
AZ,Navajo County,40106
AZ,Pima County,52371
AZ,Pinal County,43918
AZ,Santa Cruz County,45495
AZ,Yavapai County,45483
AZ,Yuma County,48730
AR,Arkansas County,40238
AR,Ashley County,42491
AR,Baxter County,38815
AR,Benton County,53650
AR,Boone County,42588
AR,Bradley County,35584
AR,Calhoun County,43706
AR,Carroll County,42520
AR,Chicot County,26143
AR,Clark County,37252
AR,Clay County,33440
AR,Cleburne County,40077
AR,Cleveland County,40623
AR,Columbia County,38081
AR,Conway County,42345
AR,Craighead County,45668
AR,Crawford County,44481
AR,Crittenden County,43190
AR,Cross County,39275
AR,Dallas County,36392
AR,Desha County,32409
AR,Drew County,38980
AR,Faulkner County,48788
AR,Franklin County,37953
AR,Fulton County,30823
AR,Garland County,41772
AR,Grant County,50056
AR,Greene County,41112
AR,Hempstead County,35021
AR,Hot Spring County,39906
AR,Howard County,43868
AR,Independence County,41664
AR,Izard County,34865
AR,Jackson County,34310
AR,Jefferson County,43961
AR,Johnson County,37576
AR,Lafayette County,28553
AR,Lawrence County,31621
AR,Lee County,24636
AR,Lincoln County,38054
AR,Little River County,44928
AR,Logan County,39157
AR,Lonoke County,49134
AR,Madison County,37920
AR,Marion County,35504
AR,Miller County,41714
AR,Mississippi County,38188
AR,Monroe County,28108
AR,Montgomery County,34025
AR,Nevada County,39007
AR,Newton County,31213
AR,Ouachita County,43413
AR,Perry County,36341
AR,Phillips County,26949
AR,Pike County,39669
AR,Poinsett County,34757
AR,Polk County,36677
AR,Pope County,46031
AR,Prairie County,35141
AR,Pulaski County,55427
AR,Randolph County,34471
AR,St. Francis County,30986
AR,Saline County,58270
AR,Scott County,33957
AR,Searcy County,27259
AR,Sebastian County,49559
AR,Sevier County,39603
AR,Sharp County,35796
AR,Stone County,32277
AR,Union County,43382
AR,Van Buren County,35262
AR,Washington County,47677
AR,White County,40662
AR,Woodruff County,28914
AR,Yell County,40508
CA,Alameda County,77408
CA,Alpine County,51398
CA,Amador County,62400
CA,Butte County,46959
CA,Calaveras County,56998
CA,Colusa County,51363
CA,Contra Costa County,92960
CA,Del Norte County,47250
CA,El Dorado County,72282
CA,Fresno County,54384
CA,Glenn County,47072
CA,Humboldt County,48629
CA,Imperial County,46270
CA,Inyo County,50279
CA,Kern County,59037
CA,Kings County,52590
CA,Lake County,44934
CA,Lassen County,55182
CA,Los Angeles County,72090
CA,Madera County,56431
CA,Marin County,100088
CA,Mariposa County,52105
CA,Mendocino County,54520
CA,Merced County,52674
CA,Modoc County,45419
CA,Mono County,65820
CA,Monterey County,69111
CA,Napa County,75818
CA,Nevada County,66389
CA,Orange County,94681
CA,Placer County,77525
CA,Plumas County,50099
CA,Riverside County,68206
CA,Sacramento County,66589
CA,San Benito County,75200
CA,San Bernardino County,68952
CA,San Diego County,72208
CA,San Francisco County,68892
CA,San Joaquin County,63163
CA,San Luis Obispo County,64253
CA,San Mateo County,95743
CA,Santa Barbara County,73558
CA,Santa Clara County,99203
CA,Santa Cruz County,76517
CA,Shasta County,52742
CA,Sierra County,48776
CA,Siskiyou County,45196
CA,Solano County,80643
CA,Sonoma County,74841
CA,Stanislaus County,61427
CA,Sutter County,55866
CA,Tehama County,46258
CA,Trinity County,42254
CA,Tulare County,50411
CA,Tuolumne County,55730
CA,Ventura County,94042
CA,Yolo County,59515
CA,Yuba County,44376
CO,Adams County,62930
CO,Alamosa County,41782
CO,Arapahoe County,76769
CO,Archuleta County,47202
CO,Baca County,38353
CO,Bent County,39126
CO,Boulder County,72826
CO,Chaffee County,43656
CO,Cheyenne County,50186
CO,Clear Creek County,68346
CO,Conejos County,29252
CO,Costilla County,26920
CO,Crowley County,33170
CO,Custer County,41236
CO,Delta County,38209
CO,Denver County,51763
CO,Dolores County,41137
CO,Douglas County,106632
CO,Eagle County,76144
CO,Elbert County,74787
CO,El Paso County,61037
CO,Fremont County,41211
CO,Garfield County,60155
CO,Gilpin County,65767
CO,Grand County,61835
CO,Gunnison County,47448
CO,Hinsdale County,54122
CO,Huerfano County,30370
CO,Jackson County,43169
CO,Jefferson County,80583
CO,Kiowa County,44157
CO,Kit Carson County,47679
CO,Lake County,50942
CO,La Plata County,53109
CO,Larimer County,61206
CO,Las Animas County,33578
CO,Lincoln County,42462
CO,Logan County,45493
CO,Mesa County,48860
CO,Mineral County,40885
CO,Moffat County,65183
CO,Montezuma County,46371
CO,Montrose County,46617
CO,Morgan County,47110
CO,Otero County,37479
CO,Ouray County,56699
CO,Park County,66187
CO,Phillips County,44295
CO,Pitkin County,82453
CO,Prowers County,42524
CO,Pueblo County,44437
CO,Rio Blanco County,60293
CO,Rio Grande County,39572
CO,Routt County,64759
CO,Saguache County,32685
CO,San Juan County,53951
CO,San Miguel County,63045
CO,Sedgwick County,39864
CO,Summit County,72635
CO,Teller County,66408
CO,Washington County,42549
CO,Weld County,52868
CO,Yuma County,45872
CT,Fairfield County,102865
CT,Hartford County,83727
CT,Litchfield County,87760
CT,Middlesex County,89094
CT,New Haven County,79319
CT,New London County,77292
CT,Tolland County,92820
CT,Windham County,69793
DE,Kent County,60816
DE,New Castle County,79620
DE,Sussex County,55470
DC,District of Columbia,63352
FL,Alachua County,45532
FL,Baker County,53227
FL,Bay County,50893
FL,Bradford County,50771
FL,Brevard County,62955
FL,Broward County,63031
FL,Calhoun County,38380
FL,Charlotte County,53083
FL,Citrus County,43885
FL,Clay County,71874
FL,Collier County,70103
FL,Columbia County,45279
FL,Dade County,55480
FL,DeSoto County,43219
FL,Dixie County,31710
FL,Duval County,58788
FL,Escambia County,51870
FL,Flagler County,59025
FL,Franklin County,35559
FL,Gadsden County,41205
FL,Gilchrist County,42539
FL,Glades County,42652
FL,Gulf County,45083
FL,Hamilton County,38574
FL,Hardee County,45493
FL,Hendry County,51347
FL,Hernando County,46887
FL,Highlands County,43598
FL,Hillsborough County,58713
FL,Holmes County,35547
FL,Indian River County,59711
FL,Jackson County,40145
FL,Jefferson County,44910
FL,Lafayette County,42769
FL,Lake County,48235
FL,Lee County,58654
FL,Leon County,56334
FL,Levy County,38776
FL,Liberty County,45881
FL,Madison County,37427
FL,Manatee County,53505
FL,Marion County,46291
FL,Martin County,65482
FL,Monroe County,60515
FL,Nassau County,62334
FL,Okaloosa County,57608
FL,Okeechobee County,44178
FL,Orange County,62373
FL,Osceola County,56204
FL,Palm Beach County,67057
FL,Pasco County,44287
FL,Pinellas County,54217
FL,Polk County,51990
FL,Putnam County,41555
FL,St. Johns County,61701
FL,St. Lucie County,57132
FL,Santa Rosa County,56872
FL,Sarasota County,61686
FL,Seminole County,73476
FL,Sumter County,40378
FL,Suwannee County,40772
FL,Taylor County,44081
FL,Union County,47072
FL,Volusia County,51169
FL,Wakulla County,51584
FL,Walton County,43910
FL,Washington County,37660
GA,Appling County,45918
GA,Atkinson County,36462
GA,Bacon County,39417
GA,Baker County,38120
GA,Baldwin County,52602
GA,Banks County,49936
GA,Barrow County,56777
GA,Bartow County,56810
GA,Ben Hill County,39392
GA,Berrien County,43254
GA,Bibb County,53221
GA,Bleckley County,46782
GA,Brantley County,45538
GA,Brooks County,40151
GA,Bryan County,59014
GA,Bulloch County,42555
GA,Burke County,36425
GA,Butts County,50349
GA,Calhoun County,32246
GA,Camden County,58167
GA,Candler County,39947
GA,Carroll County,52796
GA,Catoosa County,52742
GA,Charlton County,46035
GA,Chatham County,55093
GA,Chattahoochee County,52173
GA,Chattooga County,41926
GA,Cherokee County,80517
GA,Clarke County,42897
GA,Clay County,28265
GA,Clayton County,69012
GA,Clinch County,37314
GA,Cobb County,85146
GA,Coffee County,42578
GA,Colquitt County,41918
GA,Columbia County,82723
GA,Cook County,40943
GA,Coweta County,65822
GA,Crawford County,53192
GA,Crisp County,36693
GA,Dade County,41598
GA,Dawson County,58513
GA,Decatur County,42996
GA,DeKalb County,73649
GA,Dodge County,37615
GA,Dooly County,33660
GA,Dougherty County,48631
GA,Douglas County,76571
GA,Early County,33856
GA,Echols County,44481
GA,Effingham County,60705
GA,Elbert County,42268
GA,Emanuel County,36887
GA,Evans County,41178
GA,Fannin County,39221
GA,Fayette County,103434
GA,Floyd County,52650
GA,Forsyth County,75548
GA,Franklin County,44664
GA,Fulton County,61808
GA,Gilmer County,44143
GA,Glascock County,44959
GA,Glynn County,57497
GA,Gordon County,55629
GA,Grady County,40219
GA,Greene County,41780
GA,Gwinnett County,89725
GA,Habersham County,50279
GA,Hall County,61388
GA,Hancock County,36751
GA,Haralson County,46957
GA,Harris County,56938
GA,Hart County,50169
GA,Heard County,44355
GA,Henry County,77420
GA,Houston County,64387
GA,Irwin County,41584
GA,Jackson County,52406
GA,Jasper County,53062
GA,Jeff Davis County,44266
GA,Jefferson County,35207
GA,Jenkins County,34982
GA,Johnson County,37244
GA,Jones County,65841
GA,Lamar County,48114
GA,Lanier County,36324
GA,Laurens County,44922
GA,Lee County,63862
GA,Liberty County,44526
GA,Lincoln County,44270
GA,Long County,38765
GA,Lowndes County,48029
GA,Lumpkin County,53845
GA,McDuffie County,43899
GA,McIntosh County,39549
GA,Macon County,36135
GA,Madison County,51734
GA,Marion County,37819
GA,Meriwether County,41673
GA,Miller County,42242
GA,Mitchell County,39021
GA,Monroe County,57256
GA,Montgomery County,41347
GA,Morgan County,53643
GA,Murray County,54672
GA,Muscogee County,49598
GA,Newton County,57713
GA,Oconee County,71268
GA,Oglethorpe County,50858
GA,Paulding County,68214
GA,Peach County,52790
GA,Pickens County,52056
GA,Pierce County,42264
GA,Pike County,57179
GA,Polk County,46031
GA,Pulaski County,44073
GA,Putnam County,50153
GA,Quitman County,32931
GA,Rabun County,43662
GA,Randolph County,28807
GA,Richmond County,52091
GA,Rockdale County,81212
GA,Schley County,44157
GA,Screven County,42330
GA,Seminole County,38015
GA,Spalding County,52852
GA,Stephens County,45780
GA,Stewart County,32176
GA,Sumter County,43209
GA,Talbot County,42244
GA,Taliaferro County,30308
GA,Tattnall County,41840
GA,Taylor County,33421
GA,Telfair County,34170
GA,Terrell County,37186
GA,Thomas County,43093
GA,Tift County,46227
GA,Toombs County,40149
GA,Towns County,39908
GA,Treutlen County,35856
GA,Troup County,51107
GA,Turner County,36629
GA,Twiggs County,39613
GA,Union County,41802
GA,Upson County,46899
GA,Walker County,49623
GA,Walton County,58138
GA,Ware County,42114
GA,Warren County,35636
GA,Washington County,44246
GA,Wayne County,48062
GA,Webster County,39231
GA,Wheeler County,34194
GA,White County,49965
GA,Whitfield County,57311
GA,Wilcox County,33675
GA,Wilkes County,38409
GA,Wilkinson County,51887
GA,Worth County,43941
HI,Hawaii County,61260
HI,Honolulu County,83669
HI,Kalawao County,20618
HI,Kauai County,77162
HI,Maui County,79938
ID,Ada County,62361
ID,Adams County,46297
ID,Bannock County,54173
ID,Bear Lake County,44629
ID,Benewah County,44345
ID,Bingham County,51870
ID,Blaine County,64326
ID,Boise County,53705
ID,Bonner County,44256
ID,Bonneville County,62806
ID,Boundary County,44662
ID,Butte County,54208
ID,Camas County,50390
ID,Canyon County,47378
ID,Caribou County,61810
ID,Cassia County,48206
ID,Clark County,50685
ID,Clearwater County,49328
ID,Custer County,50293
ID,Elmore County,48967
ID,Franklin County,52464
ID,Fremont County,48448
ID,Gem County,44318
ID,Gooding County,40871
ID,Idaho County,45551
ID,Jefferson County,50351
ID,Jerome County,43728
ID,Kootenai County,52767
ID,Latah County,46668
ID,Lemhi County,40611
ID,Lewis County,43145
ID,Lincoln County,44617
ID,Madison County,47421
ID,Minidoka County,48095
ID,Nez Perce County,51996
ID,Oneida County,46559
ID,Owyhee County,38339
ID,Payette County,41992
ID,Power County,51072
ID,Shoshone County,43256
ID,Teton County,47006
ID,Twin Falls County,48493
ID,Valley County,49961
ID,Washington County,36941
IL,Adams County,48074
IL,Alexander County,30485
IL,Bond County,48980
IL,Boone County,72375
IL,Brown County,42153
IL,Bureau County,54118
IL,Calhoun County,43633
IL,Carroll County,53107
IL,Cass County,48745
IL,Champaign County,54722
IL,Christian County,50526
IL,Clark County,48000
IL,Clay County,41248
IL,Clinton County,61627
IL,Coles County,49798
IL,Cook County,67365
IL,Crawford County,49301
IL,Cumberland County,48705
IL,DeKalb County,63635
IL,De Witt County,56072
IL,Douglas County,55169
IL,DuPage County,100772
IL,Edgar County,44652
IL,Edwards County,43788
IL,Effingham County,56173
IL,Fayette County,45419
IL,Ford County,53196
IL,Franklin County,38551
IL,Fulton County,44743
IL,Gallatin County,39390
IL,Greene County,42786
IL,Grundy County,73663
IL,Hamilton County,37677
IL,Hancock County,49557
IL,Hardin County,31953
IL,Henderson County,45699
IL,Henry County,54015
IL,Iroquois County,52441
IL,Jackson County,36219
IL,Jasper County,46908
IL,Jefferson County,46178
IL,Jersey County,55928
IL,Jo Daviess County,55425
IL,Johnson County,45262
IL,Kane County,82636
IL,Kankakee County,58315
IL,Kendall County,88315
IL,Knox County,50561
IL,Lake County,94939
IL,La Salle County,55860
IL,Lawrence County,40592
IL,Lee County,58315
IL,Livingston County,61540
IL,Logan County,56757
IL,McDonough County,44893
IL,McHenry County,89628
IL,McLean County,64670
IL,Macon County,58963
IL,Macoupin County,49303
IL,Madison County,61567
IL,Marion County,47035
IL,Marshall County,54534
IL,Mason County,46254
IL,Massac County,40477
IL,Menard County,60464
IL,Mercer County,54856
IL,Monroe County,72340
IL,Montgomery County,49233
IL,Morgan County,54437
IL,Moultrie County,55363
IL,Ogle County,63829
IL,Peoria County,58128
IL,Perry County,47378
IL,Piatt County,64676
IL,Pike County,42322
IL,Pope County,39238
IL,Pulaski County,32215
IL,Putnam County,62134
IL,Randolph County,53316
IL,Richland County,47448
IL,Rock Island County,55262
IL,St. Clair County,55283
IL,Saline County,37831
IL,Sangamon County,62575
IL,Schuyler County,43462
IL,Scott County,48745
IL,Shelby County,53689
IL,Stark County,51813
IL,Stephenson County,58431
IL,Tazewell County,63777
IL,Union County,41592
IL,Vermilion County,49155
IL,Wabash County,53650
IL,Warren County,45893
IL,Washington County,52342
IL,Wayne County,42594
IL,White County,42600
IL,Whiteside County,55843
IL,Will County,84935
IL,Williamson County,45448
IL,Winnebago County,64608
IL,Woodford County,70874
IN,Adams County,59363
IN,Allen County,65637
IN,Bartholomew County,63856
IN,Benton County,55379
IN,Blackford County,52623
IN,Boone County,71445
IN,Brown County,60668
IN,Carroll County,58773
IN,Cass County,53530
IN,Clark County,56464
IN,Clay County,48390
IN,Clinton County,53911
IN,Crawford County,41992
IN,Daviess County,47011
IN,Dearborn County,64736
IN,Decatur County,57113
IN,De Kalb County,63853
IN,Delaware County,50382
IN,Dubois County,64383
IN,Elkhart County,63860
IN,Fayette County,52709
IN,Floyd County,58678
IN,Fountain County,51074
IN,Franklin County,57181
IN,Fulton County,53897
IN,Gibson County,53575
IN,Grant County,54118
IN,Greene County,47707
IN,Hamilton County,94323
IN,Hancock County,76973
IN,Harrison County,56159
IN,Hendricks County,82249
IN,Henry County,52922
IN,Howard County,64969
IN,Huntington County,61196
IN,Jackson County,53126
IN,Jasper County,58856
IN,Jay County,48874
IN,Jefferson County,51173
IN,Jennings County,50755
IN,Johnson County,72235
IN,Knox County,44431
IN,Kosciusko County,65288
IN,Lagrange County,56278
IN,Lake County,62759
IN,La Porte County,58697
IN,Lawrence County,53120
IN,Madison County,56565
IN,Marion County,60105
IN,Marshall County,58371
IN,Martin County,48130
IN,Miami County,50392
IN,Monroe County,51093
IN,Montgomery County,57771
IN,Morgan County,67548
IN,Newton County,59016
IN,Noble County,61534
IN,Ohio County,54095
IN,Orange County,43328
IN,Owen County,48254
IN,Parke County,50542
IN,Perry County,49808
IN,Pike County,47619
IN,Porter County,76579
IN,Posey County,65008
IN,Pulaski County,52406
IN,Putnam County,57128
IN,Randolph County,51076
IN,Ripley County,54860
IN,Rush County,51773
IN,St. Joseph County,58214
IN,Scott County,44788
IN,Shelby County,62608
IN,Spencer County,59332
IN,Starke County,46976
IN,Steuben County,60210
IN,Sullivan County,47297
IN,Switzerland County,49217
IN,Tippecanoe County,56967
IN,Tipton County,64324
IN,Union County,50792
IN,Vanderburgh County,53190
IN,Vermillion County,46058
IN,Vigo County,48462
IN,Wabash County,55099
IN,Warren County,52947
IN,Warrick County,70243
IN,Washington County,47209
IN,Wayne County,48400
IN,Wells County,64453
IN,White County,54864
IN,Whitley County,64179
IA,Adair County,44176
IA,Adams County,42411
IA,Allamakee County,43499
IA,Appanoose County,36768
IA,Audubon County,44330
IA,Benton County,53522
IA,Black Hawk County,52953
IA,Boone County,53833
IA,Bremer County,56340
IA,Buchanan County,48217
IA,Buena Vista County,52186
IA,Butler County,48023
IA,Calhoun County,46382
IA,Carroll County,50289
IA,Cass County,44949
IA,Cedar County,57138
IA,Cerro Gordo County,51784
IA,Cherokee County,47353
IA,Chickasaw County,50835
IA,Clarke County,44813
IA,Clay County,51602
IA,Clayton County,44134
IA,Clinton County,52390
IA,Crawford County,45790
IA,Dallas County,59532
IA,Davis County,41347
IA,Decatur County,37328
IA,Delaware County,53105
IA,Des Moines County,54711
IA,Dickinson County,51980
IA,Dubuque County,58299
IA,Emmet County,46988
IA,Fayette County,43522
IA,Floyd County,48130
IA,Franklin County,48949
IA,Fremont County,47314
IA,Greene County,46019
IA,Grundy County,54254
IA,Guthrie County,48155
IA,Hamilton County,53291
IA,Hancock County,52462
IA,Hardin County,48363
IA,Harrison County,45891
IA,Henry County,51446
IA,Howard County,45180
IA,Humboldt County,50631
IA,Ida County,47130
IA,Iowa County,54800
IA,Jackson County,46363
IA,Jasper County,59177
IA,Jefferson County,46658
IA,Johnson County,57445
IA,Jones County,50472
IA,Keokuk County,45842
IA,Kossuth County,48083
IA,Lee County,50866
IA,Linn County,66260
IA,Louisa County,52761
IA,Lucas County,43949
IA,Lyon County,46753
IA,Madison County,54934
IA,Mahaska County,47658
IA,Marion County,57711
IA,Marshall County,58416
IA,Mills County,56534
IA,Mitchell County,50553
IA,Monona County,42708
IA,Monroe County,42772
IA,Montgomery County,48064
IA,Muscatine County,61412
IA,O'Brien County,47679
IA,Osceola County,47497
IA,Page County,45462
IA,Palo Alto County,43757
IA,Plymouth County,55247
IA,Pocahontas County,48487
IA,Polk County,64371
IA,Pottawattamie County,54924
IA,Poweshiek County,53736
IA,Ringgold County,42805
IA,Sac County,44984
IA,Scott County,61810
IA,Shelby County,46806
IA,Sioux County,52971
IA,Story County,54984
IA,Tama County,50095
IA,Taylor County,38434
IA,Union County,44431
IA,Van Buren County,39677
IA,Wapello County,43421
IA,Warren County,66909
IA,Washington County,53239
IA,Wayne County,36285
IA,Webster County,48848
IA,Winnebago County,48411
IA,Winneshiek County,50272
IA,Woodbury County,51928
IA,Worth County,47219
IA,Wright County,50683
KS,Allen County,42831
KS,Anderson County,45268
KS,Atchison County,46058
KS,Barber County,44279
KS,Barton County,48312
KS,Bourbon County,41992
KS,Brown County,42044
KS,Butler County,63940
KS,Chase County,41499
KS,Chautauqua County,35188
KS,Cherokee County,39176
KS,Cheyenne County,44844
KS,Clark County,49489
KS,Clay County,45145
KS,Cloud County,42848
KS,Coffey County,50380
KS,Comanche County,40042
KS,Cowley County,51641
KS,Crawford County,40444
KS,Decatur County,41506
KS,Dickinson County,47324
KS,Doniphan County,45569
KS,Douglas County,52048
KS,Edwards County,45161
KS,Elk County,36555
KS,Ellis County,46320
KS,Ellsworth County,41367
KS,Finney County,56998
KS,Ford County,51629
KS,Franklin County,51505
KS,Geary County,45163
KS,Gove County,48198
KS,Graham County,45456
KS,Grant County,62210
KS,Gray County,53342
KS,Greeley County,53006
KS,Greenwood County,40165
KS,Hamilton County,46390
KS,Harper County,43763
KS,Harvey County,56779
KS,Haskell County,55175
KS,Hodgeman County,49046
KS,Jackson County,52365
KS,Jefferson County,59891
KS,Jewell County,38842
KS,Johnson County,88123
KS,Kearny County,60416
KS,Kingman County,46932
KS,Kiowa County,46654
KS,Labette County,45093
KS,Lane County,48518
KS,Leavenworth County,67008
KS,Lincoln County,38456
KS,Linn County,43889
KS,Logan County,45619
KS,Lyon County,49586
KS,McPherson County,55674
KS,Marion County,44792
KS,Marshall County,42466
KS,Meade County,48252
KS,Miami County,60326
KS,Mitchell County,45687
KS,Montgomery County,43017
KS,Morris County,45776
KS,Morton County,52903
KS,Nemaha County,45656
KS,Neosho County,45976
KS,Ness County,48646
KS,Norton County,43831
KS,Osage County,51270
KS,Osborne County,37864
KS,Ottawa County,45054
KS,Pawnee County,49272
KS,Phillips County,43128
KS,Pottawatomie County,52173
KS,Pratt County,49204
KS,Rawlins County,43982
KS,Reno County,50854
KS,Republic County,41697
KS,Rice County,43479
KS,Riley County,44741
KS,Rooks County,41468
KS,Rush County,39908
KS,Russell County,42974
KS,Saline County,53045
KS,Scott County,52522
KS,Sedgwick County,62299
KS,Seward County,53720
KS,Shawnee County,61604
KS,Sheridan County,44411
KS,Sherman County,43582
KS,Smith County,38831
KS,Stafford County,40778
KS,Stanton County,50606
KS,Stevens County,56800
KS,Sumner County,55431
KS,Thomas County,45868
KS,Trego County,41073
KS,Wabaunsee County,57167
KS,Wallace County,42095
KS,Washington County,40048
KS,Wichita County,48235
KS,Wilson County,38712
KS,Woodson County,40487
KS,Wyandotte County,49029
KY,Adair County,32594
KY,Allen County,36937
KY,Anderson County,57208
KY,Ballard County,39939
KY,Barren County,40299
KY,Bath County,32865
KY,Bell County,26964
KY,Boone County,71101
KY,Bourbon County,46277
KY,Boyd County,49143
KY,Boyle County,47679
KY,Bracken County,40584
KY,Breathitt County,25531
KY,Breckinridge County,36467
KY,Bullitt County,60730
KY,Butler County,36110
KY,Caldwell County,37106
KY,Calloway County,40015
KY,Campbell County,60262
KY,Carlisle County,40007
KY,Carroll County,41605
KY,Carter County,35221
KY,Casey County,30912
KY,Christian County,43363
KY,Clark County,52210
KY,Clay County,26250
KY,Clinton County,23397
KY,Crittenden County,38279
KY,Cumberland County,26780
KY,Daviess County,50305
KY,Edmonson County,31203
KY,Elliott County,28638
KY,Estill County,33104
KY,Fayette County,57845
KY,Fleming County,37141
KY,Floyd County,32289
KY,Franklin County,56666
KY,Fulton County,33168
KY,Gallatin County,44233
KY,Garrard County,43415
KY,Grant County,50518
KY,Graves County,42569
KY,Grayson County,35681
KY,Green County,38003
KY,Greenup County,50569
KY,Hancock County,53771
KY,Hardin County,50371
KY,Harlan County,30461
KY,Harrison County,44920
KY,Hart County,32310
KY,Henderson County,52691
KY,Henry County,46448
KY,Hickman County,41951
KY,Hopkins County,45679
KY,Jackson County,24504
KY,Jefferson County,55858
KY,Jessamine County,55790
KY,Johnson County,32539
KY,Kenton County,62917
KY,Knott County,27481
KY,Knox County,26178
KY,Larue County,46194
KY,Laurel County,38316
KY,Lawrence County,31489
KY,Lee County,25692
KY,Leslie County,28230
KY,Letcher County,31157
KY,Lewis County,32524
KY,Lincoln County,35399
KY,Livingston County,43075
KY,Logan County,43873
KY,Lyon County,41728
KY,McCracken County,46609
KY,McCreary County,21850
KY,McLean County,42213
KY,Madison County,44097
KY,Magoffin County,25071
KY,Marion County,37485
KY,Marshall County,46211
KY,Martin County,31219
KY,Mason County,42435
KY,Meade County,48815
KY,Menifee County,30205
KY,Mercer County,46955
KY,Metcalfe County,30545
KY,Monroe County,31368
KY,Montgomery County,41287
KY,Morgan County,27275
KY,Muhlenberg County,38512
KY,Nelson County,49936
KY,Nicholas County,37256
KY,Ohio County,37516
KY,Oldham County,79206
KY,Owen County,43435
KY,Owsley County,17721
KY,Pendleton County,46390
KY,Perry County,33405
KY,Pike County,36015
KY,Powell County,34695
KY,Pulaski County,37520
KY,Robertson County,40732
KY,Rockcastle County,30858
KY,Rowan County,32827
KY,Russell County,34613
KY,Scott County,56829
KY,Shelby County,58761
KY,Simpson County,44932
KY,Spencer County,46761
KY,Taylor County,43468
KY,Todd County,41873
KY,Trigg County,40947
KY,Trimble County,46126
KY,Union County,49066
KY,Warren County,49844
KY,Washington County,42485
KY,Wayne County,25896
KY,Webster County,43687
KY,Whitley County,30883
KY,Wolfe County,22679
KY,Woodford County,67746
LA,Acadia Parish,33034
LA,Allen Parish,32654
LA,Ascension Parish,56565
LA,Assumption Parish,41279
LA,Avoyelles Parish,27733
LA,Beauregard Parish,46270
LA,Bienville Parish,33077
LA,Bossier Parish,53726
LA,Caddo Parish,46174
LA,Calcasieu Parish,50256
LA,Caldwell Parish,33131
LA,Cameron Parish,51883
LA,Catahoula Parish,30836
LA,Claiborne Parish,33139
LA,Concordia Parish,35596
LA,De Soto Parish,33638
LA,East Baton Rouge Parish,56130
LA,East Carroll Parish,20187
LA,East Feliciana Parish,41522
LA,Evangeline Parish,28446
LA,Franklin Parish,31254
LA,Grant Parish,36516
LA,Iberia Parish,42963
LA,Iberville Parish,42000
LA,Jackson Parish,38770
LA,Jefferson Parish,57557
LA,Jefferson Davis Parish,38075
LA,Lafayette Parish,50182
LA,Lafourche Parish,44155
LA,La Salle Parish,38343
LA,Lincoln Parish,39697
LA,Livingston Parish,52514
LA,Madison Parish,26374
LA,Morehouse Parish,35687
LA,Natchitoches Parish,32531
LA,Orleans Parish,38095
LA,Ouachita Parish,43563
LA,Plaquemines Parish,49639
